business_name,review,response,rating,avg_rating,num_of_reviews
Keyser Energy,"I have been a propane customer with Keyser Energy since 2014.  In that time I have found them to provide clear and helpful communication, contracting, and delivery service.  This year I had a furnace malfunction which they masterfully resolved.","Michael:\n\nLet me take this opportunity to thank you for allowing Keyser Energy to provide your Propane needs.  We are proud to welcome satisfied customers and look forward to many years of working together.\n\nWarmly,\nChris Keyser",5,4.7,68
Keyser Energy,Great service ...Outstanding employees!!,"Rick:\n\nThank you for your feedback!  We’ve been serving the Vermont area with heating oil and more for over 90 years!  We value your support.  Please don’t hesitate to contact us at (802) 459-3349 with any questions or concerns that you might have.\n\nWarmly,\nChris Keyser",5,4.7,68
Keyser Energy,None,Thank you for the 5 Stars!!!,5,4.7,68
Keyser Energy,None,"Thank you for the positive rating. If there is anything more we can do, please let us know. We strive to continue to provide you with 5-Star service. Thank you for being a valued Keyser Energy customer.",5,4.7,68
Pomainville WMA,"Only checked out the parking lot. It was fine, but getting in and out of the area was a nightmare. Be careful if you drive to this area.",None,4,4.2,8
Pomainville WMA,Beautiful piece of property.,None,5,4.2,8
Pomainville WMA,Beautiful wild life,None,5,4.2,8
Pomainville WMA,None,None,4,4.2,8
Pomainville WMA,None,None,3,4.2,8
Pomainville WMA,None,None,5,4.2,8
Pomainville WMA,None,None,5,4.2,8
County Plumbing & Heating,Great service. Very knowledgeable,None,5,4.3,18
County Plumbing & Heating,"County Plumbing is very professional, prompt, and there for you when you need them the most!",None,5,4.3,18
County Plumbing & Heating,"For years I have relied upon these guys to solve problems for me on an emergency basis and for years they have delivered. I run the vacation and long term rental department at a local real estate firm with over 100 properties in the Stowe area. Whenever I call these guys for an emergency they answer the phone right away, they arrive when they say they will and they get the job done courteously and expediently without over charging for their services. I don't know what I'd do without them. Over the summer it was for water pressure problems and plumbing issues.This week they came through for me again during the busy holiday season for at 7:30 in the morning for a problem with my own furnace on a sub-zero day and at 8:30 am for frozen pipes in a property up at Mt. Mansfield where we had vacation rental guests. You guys are the best! I feel lucky to have service people I can rely upon myself and recommend to my clients. Five stars aren't enough. Thank you County!",None,5,4.3,18
County Plumbing & Heating,None,None,4,4.3,18
County Plumbing & Heating,None,None,5,4.3,18
Legion Field,local volunteers do an awesome job of keeping this place ready for baseball. Compliments to the Priest family and all other volunteers you have worked so hard over the years to keep things going,None,5,4.3,8
Legion Field,None,None,4,4.3,8
Legion Field,None,None,5,4.3,8
Legion Field,None,None,5,4.3,8
Legion Field,None,None,5,4.3,8
White River Craft Center,"Enjoyed a most delicious, amazing lunch at Saap!",None,5,4.9,8
White River Craft Center,"It's got history, it's got culture, it's got art, it's got authentic Thai food! It's a living tribute to what's so great about Vermont!",None,5,4.9,8
White River Craft Center,Good food and various types of art hand crafted for sale at reasonable prices.,None,5,4.9,8
White River Craft Center,"Unique use of renovated nursing home. Artists in residence,  on site restaurant and small meeting room space.",None,5,4.9,8
White River Craft Center,None,None,4,4.9,8
White River Craft Center,None,None,5,4.9,8
White River Craft Center,None,None,5,4.9,8
White River Craft Center,None,None,5,4.9,8
Stahler Furniture & Mattress Gallery,"Really nice people, nice selection of Lyndon Furniture, exactly the table I wanted at a reasonable price!",None,5,4.1,7
Stahler Furniture & Mattress Gallery,High prices but grest quality selection,None,3,4.1,7
Stahler Furniture & Mattress Gallery,None,None,5,4.1,7
Stahler Furniture & Mattress Gallery,None,None,3,4.1,7
Stahler Furniture & Mattress Gallery,None,None,3,4.1,7
Kingdom Recovery Center,"Kingdom Recovery Center is a place for people with substance use disorder. They provide one on one recovery coaching, pathways guide support and support all pathways to recovery. They offer SMART Recovery, All Recovery, MARA, AA, NA, POSITIVE REFLECTIONS and more. This place is a positive welcoming place with peer to peer support.",None,5,4.6,18
Kingdom Recovery Center,This is a great place to visit with some friendly welcoming people.,None,5,4.6,18
Kingdom Recovery Center,Does work for families and community,None,4,4.6,18
Kingdom Recovery Center,Welcoming place for those in Recovery,None,5,4.6,18
Kingdom Recovery Center,"Help people with there needs like pathways,AA,NA there is more we on Dr.Bob site home place",None,5,4.6,18
Kingdom Recovery Center,None,None,4,4.6,18
Kingdom Recovery Center,None,None,5,4.6,18
Outing Club Skate Park,Great place to ski and snow shoe.,None,5,4.4,8
Outing Club Skate Park,"Skatepark is small but has a good flow. Only one in the area with a bowl.  small kickers, grind Rail, and concrete box with and then run that will keep you going in both directions.",None,5,4.4,8
Outing Club Skate Park,"Fun bowl, never crowded",None,5,4.4,8
Outing Club Skate Park,Small park,None,4,4.4,8
Outing Club Skate Park,Usually drugs laying around,None,3,4.4,8
Outing Club Skate Park,None,None,3,4.4,8
Fred Mold Park Fishing Pier,top tier,None,5,4.6,8
Fred Mold Park Fishing Pier,This is a wonderful addition to the town of Saint Johnsbury. The fishing pier is accessible now by wheelchair which offers up an opportunity for fishing and  river watching that hasn't existed before.,None,5,4.6,8
Fred Mold Park Fishing Pier,One of my favorite places to drop a line.,None,5,4.6,8
Fred Mold Park Fishing Pier,Great place!,None,5,4.6,8
Fred Mold Park Fishing Pier,Nice park,None,4,4.6,8
Fred Mold Park Fishing Pier,"(Translated by Google) Clean, quiet, tranquil\n\n(Original)\nLimpo, calmo, tranquilo",None,4,4.6,8
Bald Mountain,"Hard but rewarding, vertigo warning for the tower!",None,5,4.9,15
Bald Mountain,Great hike! Not super hard. I say it would take someone an hour 15 to an hour and 30 mins up.  The view on top of the fire tower is incredible. It makes it my favorite hike in this area. I always take guests here. I highly recommend this hike. The top of the mountain is pretty buggy so bring big spray. There is also a cabin for those who want to spend the night.,None,5,4.9,15
Bald Mountain,None,None,5,4.9,15
Bald Mountain,None,None,4,4.9,15
Bald Mountain,None,None,5,4.9,15
Bald Mountain,None,None,5,4.9,15
Bald Mountain,None,None,5,4.9,15
Rockers Pizzeria,Sandwich was awesome!   Thick and flavorful.   I think priced around 8$ which easily warrants a 2$ tip.   Nothing in the area can touch that sandwich.   Guy on the phone was polite and everyone behind the counter looked like decent humans.   I'll definitely be back to try the pizza.    Welcome to area!,None,5,4.4,38
Rockers Pizzeria,Consistently hits the spot for a straightforward pizza. Staff is always friendly.,None,5,4.4,38
Rockers Pizzeria,Excellent service. The pizza was great!,None,5,4.4,38
Rockers Pizzeria,"Always a great pie to be had here!! Hot, gooey and amazing.",None,5,4.4,38
Rockers Pizzeria,"It's obvious they have opening growing pains. Checkout took a bit because taking a order was too difficult on the register.  Still the Sammy was pretty good,  and so were the fries.  Two suggestions? Clean up the box it up process so that napkins and ketchup (in my case) join a to go order.  Then leave it open so the cashier can check then seal the bag. Lots of folks ordering take away eat outside of home.  Makes napkins and ketchup good to have.  Or leave them out for customers but I think COVID makes self serve impossible and age that it leads to waste because people often take more than they will use.\n\nAgain 4 stars because food is good and any issue is easy to fix (especially if you open it and look). Haven't had the pizza, will update then.",None,4,4.4,38
Rockers Pizzeria,"Sandwiches are fantastic!  Vermont may have better pizza, but Vergennes certainly doesn't.  Clean, bright new space is going to be great to dine in someday.  Friendly, fast, delicious... this place is a great addition to the Vergennes main street.",None,5,4.4,38
Rockers Pizzeria,One of the best pizzerias in all of VT!,None,5,4.4,38
Rockers Pizzeria,Pizza is amazing!!!,None,5,4.4,38
Rockers Pizzeria,None,None,5,4.4,38
Rockers Pizzeria,None,None,5,4.4,38
Rockers Pizzeria,None,None,3,4.4,38
Williams Woods Natural Area,"It's quiet, not many people.  The path could use some extra love.\nWell shaded, not buggy when we were there.  Wear sturdy shoes that may get wet. No dogs.",None,4,4.6,8
Williams Woods Natural Area,I’ve never seen so many trilliums in my life.,None,5,4.6,8
Williams Woods Natural Area,A nice easy walk in the woods.,None,4,4.6,8
Williams Woods Natural Area,"I really like this walk . It's not a hike and not difficult at all as it's mostly flat but it's a great walk through the woods. Fall is a good time to go for the colors. It is linear still nice though. If you time it right you may see a train at the end. It is a ""no dog"" area due to wildlife so don't be a moron that ignores the sign at the entrance. This happened both times we went. sigh <shaking head>",None,4,4.6,8
Williams Woods Natural Area,Probably the most intact and certainly the most accessible remnant of the rare mesic and wet clay plain ecosystems in Vermont. Some huge trees and also very high species diversity. See how many tree species you can find. The trail is short and mostly flat and has boardwalks for most of the muddiest parts.,None,5,4.6,8
Williams Woods Natural Area,None,None,5,4.6,8
#1 Nail Care,She always does such a nice job on my nails. My dip polish tends to last about 4 wks!,None,5,4.2,58
#1 Nail Care,Not as bad as the reviews say they are. I thought the lady that did my nails was very nice and my nails came out pretty good,None,5,4.2,58
#1 Nail Care,"Best nails I've had done within fifty miles of the NEK. Nails were straight, even, and well done. I got them done for my engagement (little did I know!!) and the pictures were beautiful. They didn't cut my cuticles (which some places do without even asking) and they were good when they painted one nail and I asked for a different color after it was already painted. Going here for my wedding nails - I've been to Phinne in Stowe, Sarah in Morrisville and Perfect Nails he Thu in Essex and paid $40-$60 each time and they were all awful and may nails would be in so much pain. Here my nails didn't hurt AT ALL the next day or even right after, and I paid $30-$35.",None,4,4.2,58
#1 Nail Care,None,None,5,4.2,58
#1 Nail Care,None,None,4,4.2,58
#1 Nail Care,None,None,3,4.2,58
#1 Nail Care,None,None,1,4.2,58
Winooski River Walk,Its absolutely beautiful.\nMy children love taking walks through the trails and seeing the art under the overpass.\nWe saw so many cool birds and got a lot of beautiful pictures.,None,5,4.6,38
Winooski River Walk,This a great place to go and relax. In the morning it a great place to do some yoga or meditate.,None,5,4.6,38
Winooski River Walk,It's nice down by the river. There're ducks. The falls are pretty. The forest trails are quite lovely. Lots of parking. Snacks and dining nearby.,None,5,4.6,38
Winooski River Walk,The Casavant trail is a gem. Im always amazed when I see so few people on it.,None,5,4.6,38
Winooski River Walk,Amazing! highly recommend taking the whole loop through the casavant natural area,None,5,4.6,38
Winooski River Walk,"Gorgeous Winooski Falls, lots of places to sit and watch the river and talk or read a book.  A great many dogs to play with my dog.  Clean, beautiful and peaceful. Waterworks and other great restaurants around Winooski Square!  What's not to love?",None,5,4.6,38
Winooski River Walk,Beautiful place for walk or to see the beauty of nature,None,4,4.6,38
Winooski River Walk,Beautiful path along the winooski river.,None,5,4.6,38
Winooski River Walk,Nice walkway along the river.,None,5,4.6,38
Winooski River Walk,Nice for a walk,None,5,4.6,38
Winooski River Walk,Nice place,None,5,4.6,38
Winooski River Walk,None,None,5,4.6,38
Winooski River Walk,None,None,5,4.6,38
Winooski River Walk,None,None,3,4.6,38
Winooski River Walk,None,None,5,4.6,38
Winooski River Walk,None,None,5,4.6,38
Winooski River Walk,None,None,4,4.6,38
Winooski River Walk,None,None,5,4.6,38
Winooski River Walk,None,None,5,4.6,38
Winooski River Walk,None,None,5,4.6,38
Winooski River Walk,None,None,5,4.6,38
Winooski River Walk,None,None,5,4.6,38
"Sacred Sparrow Tattoo, LLC",Dude I can't wait for my appointment here. Bethany the absolutely stunning apprentice will be giving me my first shop tattoo...she seems very talented and I can't wait to see what she comes up with for me. Keeping my fingers crossed I can handle my first big piece!!! They suggest eating my wheaties 😁😆,None,5,4.8,26
"Sacred Sparrow Tattoo, LLC",Awesome place to get tattooed. Chris the owner is very good at working with your ideas. He's a bit more expensive than other places but is fast. 30+ years tattooing. Highly recommend,None,5,4.8,26
"Sacred Sparrow Tattoo, LLC","Great shop with a real nice vibe, and open layout. The artists are great and always present good vibes. The pricing is beyond reasonable for the quality and the turnover time is great. I'll be coming back for more and more.",None,5,4.8,26
"Sacred Sparrow Tattoo, LLC",Very professional!! Keep up the awesome job Chris!!,None,5,4.8,26
"Sacred Sparrow Tattoo, LLC",Chris is an amazing artist!,None,5,4.8,26
"Sacred Sparrow Tattoo, LLC",None,None,5,4.8,26
"Sacred Sparrow Tattoo, LLC",None,None,5,4.8,26
"Sacred Sparrow Tattoo, LLC",None,None,4,4.8,26
"Sacred Sparrow Tattoo, LLC",None,None,5,4.8,26
"Sacred Sparrow Tattoo, LLC",None,None,5,4.8,26
Dollar General,This is the nicest Dollar General I have ever been to. Other stores should take note of how nice everything is displayed and how clean the store is. Great job!,None,5,4.1,18
Dollar General,Found my spin mop for a very reasonable price . The lovely lady who waited on me was very knowledgeable of the products..,None,5,4.1,18
Dollar General,"Children activity books, toys, almond milk, would be nice if there was more non dairy and gluten free foods.",None,5,4.1,18
Dollar General,"My first time to this new Dollar General in Shoreham but from this visit I know that I'll be going back there many more times!! Clearance racks are great!! The 2 workers I interacted with were both very nice, helpful & polite plus you could tell they even were smiling with their masks on!! They have a large variety of different items there, alot more than what I was thinking would be in there.",None,5,4.1,18
Dollar General,"This place is new, nicely stocked, great customer service!",None,5,4.1,18
Dollar General,"It's a beautiful new store, very clean and had a great selection of merchandise.",None,5,4.1,18
Dollar General,Kinda small but other then that its ok,None,4,4.1,18
Dollar General,None,None,3,4.1,18
Dollar General,None,None,4,4.1,18
Dollar General,None,None,5,4.1,18
Dollar General,None,None,5,4.1,18
Lyndon Outing Club,"Bang for buck, you really can't beat this ambitious little hill. $5 let's the kiddos ride the rope-tow, a unique and fun experience in itself, about a quarter of the way up, and $10 to access the T-bar. After pulling you roughly 1000ft up, the T-Bar empties out onto the top of the hill where you can ski either the wide open face or the more narrow trail (10-15') that switchbacks through the  wooded area on the side of the hill. To my knowledge no rentals are available nor is there a shop for repair, but hot cocoa is $1 and fries $3.\n\nLyndon Outing Club: Family of 4 - $40 w/ snacks $50\nBurke Mountain: Family of 4 - $250 - $300, cafeteria closed due to the panDUMBic.",Thank you for your kind words.  We are all volunteers and do our best to provide an great experience for families. Hopefully next season our lodge will be open in full and you will come back and visit!,5,4.9,35
Lyndon Outing Club,Great place for my son to skateboard.,Thank you for your kind words.  Glad your son enjoys the park.,5,4.9,35
Lyndon Outing Club,Great place to have a party or go watch children play ball.,Thank you. Glad you are enjoying the park!,5,4.9,35
Lyndon Outing Club,Cheap fun night skiing and skate park.,"Thank you Bruce, we hope you'll be back this winter.",5,4.9,35
Lyndon Outing Club,"Great place for a nature walk, to play baseball, skateboard or even have a picnic. Nice place, it's clean too.",Thanks Mike! Glad you enjoyed  we do our best as volunteers to keep it clean.,5,4.9,35
Lyndon Outing Club,The Outing Club is a family oriented place that has been in service since 1937.  It has provided many years of skiing and sliding fun for many generations.  It is run by a lot of volunteers and has provided part time jobs for young people during the winter.  It is an important part of the community.,Thanks for your review! We try our best.,5,4.9,35
Lyndon Outing Club,Thank you for doing the sledding weekend days! Everyone had such a blast. This place is a real gem.,Glad you enjoyed it.,5,4.9,35
Lyndon Outing Club,"This little community gem is still run by volunteers. It features the only night skiing/riding in the Northeast Kingdom, VT area. There is a large Lodge with fireplace and a concession stand that still features $3 burgers. Ticket prices are so low it's affordable for the whole family.",None,5,4.9,35
Lyndon Outing Club,Such a great gem! Lovely spot and such great people!,Thank you!,5,4.9,35
Lyndon Outing Club,So much fun!,So happy you had a good time!,5,4.9,35
Lyndon Outing Club,Love this place,"We love you,  too",5,4.9,35
Lyndon Outing Club,#oldschool,Thank you for your kind review. We do our best to keep things up.,5,4.9,35
Lyndon Outing Club,None,Let is know what you would like to see happening. Our volunteers do our best to keep things running.,3,4.9,35
Lyndon Outing Club,None,"Thank you, Adam.",5,4.9,35
Lyndon Outing Club,None,Thank you for letting us know that you enjoy the park.,5,4.9,35
Lyndon Outing Club,None,"Thank you Travis, glad you enjoy the park.",5,4.9,35
Lyndon Outing Club,None,Thanks for your review.  We hope you'll be back.,5,4.9,35
Lyndon Outing Club,None,Thanks Evan!,5,4.9,35
Lyndon Outing Club,None,We do our best as volunteers to provide a good park experience.  Please let us know how we can improve your experience.,4,4.9,35
Lyndon Outing Club,None,Thank you for your review.  Glad you enjoy the  park.,5,4.9,35
Montpelier Stove & Flag Works,"Even in the rain, was helped to load pellets into my truck. Good day.  I will definitely visit again.",None,5,3.7,38
Montpelier Stove & Flag Works,Very nice store I appreciate the great service today. If you're into wood stoves they have quite a selection they helped me get my flagpole all set up and fixed thanks Mark,None,5,3.7,38
Montpelier Stove & Flag Works,Wonderful place to shop for all things “stove” in our cold Vermont. The owning family is excellent and very helpful. A great place!!,None,5,3.7,38
Montpelier Stove & Flag Works,Steve is great. Ray is always helpful.,None,5,3.7,38
Montpelier Stove & Flag Works,Great experience. Very helpful and knowledgeable. Also very patient with my continuous questions!!!!,None,5,3.7,38
Montpelier Stove & Flag Works,Great place to buy a flag or stove. It is s tough place to get in and out of.,None,4,3.7,38
Montpelier Stove & Flag Works,Nice customer service allways pleasent,None,5,3.7,38
Montpelier Stove & Flag Works,"Good selection, better knowledge and friendly staff.",None,4,3.7,38
Montpelier Stove & Flag Works,None,None,5,3.7,38
Montpelier Stove & Flag Works,None,None,5,3.7,38
Montpelier Stove & Flag Works,None,None,3,3.7,38
Montpelier Stove & Flag Works,None,None,3,3.7,38
Montpelier Stove & Flag Works,None,None,1,3.7,38
Montpelier Stove & Flag Works,None,None,3,3.7,38
Montpelier Stove & Flag Works,None,None,5,3.7,38
Vacuum City,Work product great. Have only used them for maintenance and repairs on our vacuums. Pleasant. Prefer check or cash but will take credit and add the surcharge.,None,4,4.5,34
Vacuum City,"Friendly staff and reasonable turnaround. I've had multiple repairs and they've always done a great job. Very ,nice counter guy and the older guy (a bit grumpy lol) are good people. 5 stars, thank you",None,5,4.5,34
Vacuum City,"Whoever thinks that their vacuum will break?  I didn’t?   Then it happened.  The little foot control that releases the handle was now in two pieces.    Walking into Vacum City I didn’t know what to expect.  Did they have the part, if not could they get and I wasn’t going to pay a lot either.  To my surprise the mechanic guy and the woman office manager took great care of me.  Yes, they did have the part and it wasn’t going to cost a lot.   Talk about relief!  The repair was quick and the part installation was included.  The people here knew their stuff, took A-1 good care of me and charged fairly.  If you need vacuum repair or even a good used vacuum these are the folks to trust.",None,5,4.5,34
Vacuum City,Great customer service and very upfront if your vacuum is worth the cost to get repaired.,None,5,4.5,34
Vacuum City,Nice staff. Good supply of items.,None,5,4.5,34
Vacuum City,Great experience while attempting to fix a dyson.  Super helpful staff,None,5,4.5,34
Vacuum City,Very friendly people and very helpful!!,None,5,4.5,34
Vacuum City,They were super friendly and very helpful,None,5,4.5,34
Vacuum City,Great people great service Awesome service tech😍,None,5,4.5,34
Vacuum City,"Just dropped off vacuum for repair.  They are behind on repairs, but admitted it up front.  Have not heard yet.",None,4,4.5,34
Vacuum City,Always very courteous and helpful,None,5,4.5,34
Vacuum City,Super Helpful,None,5,4.5,34
Vacuum City,None,None,5,4.5,34
Vacuum City,None,None,4,4.5,34
Vacuum City,None,None,5,4.5,34
Vacuum City,None,None,5,4.5,34
Vacuum City,None,None,5,4.5,34
Vacuum City,None,None,5,4.5,34
Vacuum City,None,None,4,4.5,34
Vacuum City,None,None,5,4.5,34
Vacuum City,None,None,4,4.5,34
Vacuum City,None,None,3,4.5,34
Angeleno's Pizza,"The pizza is amazing. Got the House New York Style. All the topping were very fresh, you could taste freshness",None,5,3.8,29
Angeleno's Pizza,"Traveling and we didn't want Domino's. Waited to be seated for awhile, but our sever was very friendly. Waited an hour and it wasn't busy but did overhear they were understaffed. Bread sticks were ok, but sause was hot and great. We ordered the margarita pizza and it was soggy and needed salt. But the Vermont pizza was out of this world! They use fresh toppings and nothing was greasy. So all in all it was a decent experience.",None,3,3.8,29
Angeleno's Pizza,This is a good place for pizza...I have had a few other things from them but 99%of the time its pizza. Sad but this place is now no longer open,None,5,3.8,29
Angeleno's Pizza,"Ordered food to go and they sd it'd be 20 mins. Went to pick up the food,and sat for another 40 minutes waiting.\n\nMy steak and cheese (Philly cheesesteak) was basically what seemed like slightly cooked roast beef with hardly any cheese, and raw peppers and onions. It was gross, and I couldn't finish it. Used to be a good place to eat.",None,2,3.8,29
Angeleno's Pizza,The thin crust pizza is delicious and the toppings taste fresh!,None,5,3.8,29
Angeleno's Pizza,Love the atmosphere and also love the lasagna. A must try!,None,5,3.8,29
Angeleno's Pizza,Great pizza.,None,5,3.8,29
Angeleno's Pizza,Great pizza!,None,4,3.8,29
Angeleno's Pizza,Great pizza.,None,5,3.8,29
Angeleno's Pizza,Excellent pizza,None,5,3.8,29
Angeleno's Pizza,Great pizza,None,4,3.8,29
Angeleno's Pizza,None,None,5,3.8,29
Angeleno's Pizza,None,None,3,3.8,29
Angeleno's Pizza,None,None,4,3.8,29
Whitcomb's Land of Pumpkins and Corn Maze,Had a blast doing the corn maze. The way it's structured to complete the various tasks makes it a lot more fun and engaging!,None,5,4.6,18
Whitcomb's Land of Pumpkins and Corn Maze,Fun fall family fun 🍁🎃🌽,None,5,4.6,18
Whitcomb's Land of Pumpkins and Corn Maze,"Funny story, came and forgot cash but scrounged up just enough quarters for a cute small Cinderella. The owner was so nice and agreed to our price. Next time we will bring cash. Definitely a wonderful spot to pick up pumpkins and gourds for decoration or eating.",None,5,4.6,18
Whitcomb's Land of Pumpkins and Corn Maze,"The corn maze is awesome, better than some of the others in the area.",None,5,4.6,18
Whitcomb's Land of Pumpkins and Corn Maze,"This place is great. The pumpkins are already picked, so you're not out in a field yourself, but so much selection. Corn maze as well. We're definitely going back next year",None,5,4.6,18
Whitcomb's Land of Pumpkins and Corn Maze,Absolutely amazing. Great corn maze for the family. Really awesome place to check out.,None,5,4.6,18
Whitcomb's Land of Pumpkins and Corn Maze,Going here for pumpkins is becoming a family tradition. Love the spot and the people,None,5,4.6,18
Whitcomb's Land of Pumpkins and Corn Maze,Excellent spot to bring the kids and very reasonably priced,None,4,4.6,18
Whitcomb's Land of Pumpkins and Corn Maze,None,None,4,4.6,18
Whitcomb's Land of Pumpkins and Corn Maze,None,None,4,4.6,18
Whitcomb's Land of Pumpkins and Corn Maze,None,None,4,4.6,18
Whitcomb's Land of Pumpkins and Corn Maze,None,None,4,4.6,18
Whitcomb's Land of Pumpkins and Corn Maze,None,None,5,4.6,18
Whitcomb's Land of Pumpkins and Corn Maze,None,None,4,4.6,18
JC's Tavern,Band was so painfully loud for such a small space.  So loud everything was muffled and couldn't even talk to person next to you,None,2,4.0,38
JC's Tavern,"Good band, Great drinks and great people.",None,5,4.0,38
JC's Tavern,Friendly bar! Amazing band!!!,None,4,4.0,38
JC's Tavern,"Always,a good time",None,5,4.0,38
JC's Tavern,Great bar,None,5,4.0,38
JC's Tavern,Awesome,None,5,4.0,38
JC's Tavern,None,None,3,4.0,38
JC's Tavern,None,None,3,4.0,38
JC's Tavern,None,None,3,4.0,38
JC's Tavern,None,None,1,4.0,38
JC's Tavern,None,None,5,4.0,38
JC's Tavern,None,None,3,4.0,38
JC's Tavern,None,None,4,4.0,38
JC's Tavern,None,None,5,4.0,38
JC's Tavern,None,None,4,4.0,38
JC's Tavern,None,None,5,4.0,38
Rogers Barbershop,"My husband recently lost his regular barber, so decided to try this place in the town where we live.  His hair looks great!  He will definitely return!",None,5,4.2,28
Rogers Barbershop,Outstanding as always!,None,5,4.2,28
Rogers Barbershop,Michael does a great job I am regular customer.,None,5,4.2,28
Rogers Barbershop,The best kind of barber,None,5,4.2,28
Rogers Barbershop,Excellent service.... always,None,5,4.2,28
Rogers Barbershop,Great local shop. Good conversation.,None,5,4.2,28
Rogers Barbershop,Great haircut and local experience.,None,5,4.2,28
Rogers Barbershop,"Good place,",None,5,4.2,28
Rogers Barbershop,None,None,5,4.2,28
Rogers Barbershop,None,None,5,4.2,28
Rogers Barbershop,None,None,4,4.2,28
Rogers Barbershop,None,None,5,4.2,28
Rogers Barbershop,None,None,4,4.2,28
Rogers Barbershop,None,None,5,4.2,28
Rogers Barbershop,None,None,5,4.2,28
Computers for Change,Very honest. Excellent customer service.,None,5,4.6,68
Computers for Change,"The staff is professional, knowledgeable, and friendly. I like the fact that they donate a portion of sales to worthy community causes, too !",None,5,4.6,68
Computers for Change,"All you need to know is Brett does what he says he can do. Damaged my laptop screen while on the road, called ahead to get the part ordered. By the time we got to Burlington the part was in and we coordinated the day of the repair so all I had to do was drop it off, spend some time on Church Street and it was done. The best part was he was able to find the replacement part for less than the estimated price. Highly recommend.",None,5,4.6,68
Computers for Change,"Computers for Chumps.  These guys aren't here to help you; they're here to make a buck.  Don't be fooled by these dudes.\n\nIf you have any computer repair competency avoid these folks.  They're more interested in making you pay for repairs than selling you parts, so they can get that $90 minimum service fee.\n\nThey will refuse to accept returns even with receipts present, even if you used a product once because of a ""store policy"" they come up with on the spot.  Let me reiterate: your receipt means nothing here.\n\nThey'll low-ball you on absolutely everything.  Most of the laptops they get are donations because people think they're making a difference, but in reality they just cannibalize the parts for their overpriced repairs while fooling everyone into thinking they're some kind of charity.  I'm sure they donate at least a handful of dinosaur laptops a year to get a tax break on that pricy downtown storefront.\n\nMany of the accessories are used or off-brand garbage they then try to sell for premium prices.  You can find better on eBay or Amazon for 1/4th the price.\n\nThese guys know they're screwing you over, even if you don't.  Don't be a victim.",None,1,4.6,68
Computers for Change,Very knowledgeable staff and great pricing for used computers,None,5,4.6,68
Computers for Change,"Unbeatable. My quote for a hard drive replacement/software installation was lower than the 5 other places I looked at. Turns out I had a cracked screen and he replaced it for just the cost of parts. Came back a few months later because my computer wasn't charging, sold me a charger for like 20 bucks. Great guy, super fair. Absolute breath of fresh air in an industry that usually rips people off. Wish I could give 6 stars.",None,5,4.6,68
Computers for Change,Awesome experience! Professional. Had exactly what I needed and right downtown. I'm definitely recommending CFC from here on out!,None,5,4.6,68
Computers for Change,"Computers for change diagnosed my broken laptop keyboard, and for it switched out for a good price within days. I truly recommend their repair service.",None,5,4.6,68
Computers for Change,"Great price, very helpful and honest!",None,5,4.6,68
Computers for Change,Very helpful and very reasonable.,None,5,4.6,68
Computers for Change,"Very very slow customer service. Waited for what seemed for forever for a part that we bought in store because it was ""locked up"" while 5 other employees were standing around on their phones behind the counter",None,2,4.6,68
Computers for Change,Great knowledgeable staff,None,5,4.6,68
Norwich University,"Beautiful campus, honerable programs, awesome staff.",None,5,4.1,65
Norwich University,"Attended a college graduation ceremony here. The indoor arena was well kept, clean, and it was obvious that people carded to keep it in good repair. The indoor racetrack was also clean and well maintained.",None,5,4.1,65
Norwich University,It's the oldest Military College in the country.,None,5,4.1,65
Norwich University,Not very helpful at all,None,2,4.1,65
Norwich University,Clean and Helpful,None,5,4.1,65
Norwich University,None,None,5,4.1,65
Norwich University,None,None,5,4.1,65
Norwich University,None,None,5,4.1,65
Norwich University,None,None,5,4.1,65
Norwich University,None,None,4,4.1,65
Norwich University,None,None,4,4.1,65
Sticks & Stuff,"I have been working with Rick on and off for a few years. He is always very helpful, kind and considerate. He works with our budget. Highly recommend him.",None,5,4.4,48
Sticks & Stuff,Helpful and friendly people with good quality wood!,None,5,4.4,48
Sticks & Stuff,Well I tried to plan out a job but there website is hard to find what you want and they only offer quotes and can't find prices. Unlike home depot you type stud and studs comes up with pricing and size. I have gone there in past but again you can't look for ideas you have to know what you want in order to know prices,None,1,4.4,48
Sticks & Stuff,"Hardware and lumber, great selection, cheap delivery in St Albans",None,5,4.4,48
Sticks & Stuff,Friendly helpful,None,4,4.4,48
Sticks & Stuff,"Sticks and stuff is an above average hardware and materials supply.  The quality and selection of building materials is better than what you'll get from a box store, and the staff is generally more knowledgeable.",None,4,4.4,48
Sticks & Stuff,The guys out back work really hard and are always very helpful.,None,5,4.4,48
Sticks & Stuff,The place is awesome.  Friendly and knowledgeable staff and reasonable prices.,None,5,4.4,48
Sticks & Stuff,"We had a major remodel and pur chased our flooring and countertop here. The employees we worked with were professional, friendly and very helpful making our overwhelming project easier and less stressful.",None,5,4.4,48
Sticks & Stuff,Great service at the checkout counter. Excellent service in the yard.,None,5,4.4,48
Sticks & Stuff,Good advice and service.,None,4,4.4,48
Sticks & Stuff,"Very helpful guys there, especially DJ",None,5,4.4,48
Sticks & Stuff,"Locally owned, great help",None,5,4.4,48
Sticks & Stuff,Didn't go here lol,None,1,4.4,48
Sticks & Stuff,None,None,4,4.4,48
Sticks & Stuff,None,None,5,4.4,48
Sticks & Stuff,None,None,3,4.4,48
Sticks & Stuff,None,None,4,4.4,48
